date_pick_up,time_pick_up,trap_id,bait_type,trap_type,species,number_individuals,rainfall_setup_date_mm,rainfall_pickup_date_mm,habitat
6/21/18,13:56:00,PT7,Human,PT,Eurysternus plebejus,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Dichotomius lucasi,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Dichotomius batesi,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Canthidium sp,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Sylvicanthon bridarollii,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Onthophagus ophion,2,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Onthophagus xanthomerus,1,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Onthophagus rubrescens,2,0,0,Flood Plain
6/21/18,13:56:00,PT7,Human,PT,Onthophagus haematopus,2,0,0,Flood Plain
6/22/18,14:24:00,AT9,Human,AT,Canthon brunneus,1,0,0,Flood Plain
6/22/18,14:13:00,AT7,Human,AT,Canthon brunneus,1,0,0,Flood Plain
6/22/18,14:44:00,AT10,Human,AT,Canthon sp aff angustatus,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Oxysternon lautum,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Dichotomius batesi,2,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Canthon aequinoctialis,2,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Canthidium cf onitoides,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Onthophagus haematopus,2,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Onthophagus xanthomerus,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Onthophagus onorei,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Onthophagus ophion,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Eurysternus caribaeus,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Eurysternus foedus,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Eurysternus sp nov A,1,0,0,Flood Plain
6/22/18,14:13:00,PT7,Human,PT,Onthophagus sp,2,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Deltochilum amazonicum,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Dichotomius prietoi,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Oxysternon silenus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Canthon aequinoctialis,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Eurysternus caribaeus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Eurysternus sp nov A,3,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Eurysternus vastiorum,2,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Ateuchus laevicollis,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Ateuchus sp H,2,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Scybalocanthon zischkai,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Canthon brunneus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Canthon subhyalinus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus xanthomerus,2,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus rhinophyllus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus rubrescens,5,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus haematopus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Canthon sp aff angustatus,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Sylvicanthon bridarollii,4,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Canthidium sp J,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Scybalocanthon aereus,3,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus ophion,1,0,0,Flood Plain
6/22/18,14:24:00,PT9,Human,PT,Onthophagus sp,3,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Dichotomius conicollis,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Eurysternus hamaticollis,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Canthon luteicollis,2,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Canthon brunneus,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Deltochilum granulatum,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Onthophagus rhinophyllus,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Onthophagus xanthomerus,2,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Onthophagus haematopus,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Onthophagus onorei,1,0,0,Flood Plain
6/22/18,14:44:00,PT10,Human,PT,Onthophagus rubrescens,4,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Deltochilum amazonicum,1,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Dichotomius prietoi,1,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Eurysternus hypocrita,1,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Eurysternus caribaeus,4,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Eurysternus vastiorum,5,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Deltochilum granulatum,3,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Canthon aequinoctialis,2,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Ateuchus sp H,11,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Ateuchus laevicollis,7,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Ateuchus connexus,2,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Sylvicanthon bridarollii,2,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Canthon brunneus,4,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Canthidium sp J,1,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Canthidium discolor,1,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Onthophagus xanthomerus,4,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Onthophagus rhinophyllus,2,0,0,Flood Plain
6/22/18,14:34:00,PT12,Human,PT,Onthophagus sp,18,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Deltochilum amazonicum,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Dichotomius mamillatus,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Eurysternus hamaticollis,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Eurysternus caribaeus,2,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Eurysternus vastiorum,6,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Deltochilum granulatum,2,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Dichotomius ohausi,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Oxysternon spiniferum,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Canthon aequinoctialis,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Scybalocanthon aereus,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Scybalocanthon zischkai,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Canthon brunneus,2,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Ateuchus sp B,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Ateuchus sp H,3,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Canthidium sp aff cupreum,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Canthon brunneus,1,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus rubrescens,13,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus ophion,3,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus haematopus,7,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus onorei,5,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus xanthomerus,2,0,0,Flood Plain
6/21/18,14:10:00,PT12,Human,PT,Onthophagus sp,3,0,0,Flood Plain
7/6/18,14:54:00,PT3,Human,PT,Dichotomius ohausi,1,0,0.1,Terra Firme
7/6/18,14:54:00,PT3,Human,PT,Dichotomius conicollis,3,0,0.1,Terra Firme
7/6/18,14:54:00,PT3,Human,PT,Dichotomius sp aff lucasi,1,0,0.1,Terra Firme
7/6/18,14:54:00,PT3,Human,PT,Eurysternus hamaticollis,1,0,0.1,Terra Firme
7/6/18,14:54:00,PT3,Human,PT,Eurysternus vastiorum,1,0,0.1,Terra Firme
7/6/18,14:54:00,PT3,Human,PT,Ateuchus sp H,1,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Dichotomius ohausi,1,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Deltochilum peruanum,1,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Onthophagus xanthomerus,1,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Scybalocanthon sp C,2,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Eurysternus vastiorum,1,0,0.1,Terra Firme
7/6/18,14:34:00,PT5,Human,PT,Ateuchus laevicollis,1,0,0.1,Terra Firme
7/6/18,16:06:00,PT1,Human,PT,Dichotomius sp aff lucasi,2,0,0.1,Terra Firme
7/6/18,16:06:00,PT1,Human,PT,Onthophagus xanthomerus,1,0,0.1,Terra Firme
7/6/18,16:06:00,PT1,Human,PT,Onthophagus sp,1,0,0.1,Terra Firme
7/6/18,16:06:00,PT1,Human,PT,Uroxys sp D,2,0,0.1,Terra Firme
7/6/18,16:06:00,PT1,Human,PT,Ateuchus connexus,1,0,0.1,Terra Firme
7/6/18,15:45:00,PT6,Human,PT,Eurysternus hypocrita,1,0,0.1,Terra Firme
7/6/18,15:45:00,PT6,Human,PT,Eurysternus foedus,1,0,0.1,Terra Firme
7/6/18,15:45:00,PT6,Human,PT,Onthophagus xanthomerus,1,0,0.1,Terra Firme
7/6/18,15:45:00,PT6,Human,PT,Ateuchus cf pygidialis,1,0,0.1,Terra Firme
7/6/18,14:42:00,PT4,Human,PT,Deltochilum sp aff komareki,2,0,0.1,Terra Firme
7/6/18,14:42:00,PT4,Human,PT,Eurysternus vastiorum,1,0,0.1,Terra Firme
7/6/18,14:42:00,PT4,Human,PT,Scybalocanthon sp F,1,0,0.1,Terra Firme
7/6/18,15:56:00,PT2,Human,PT,Onthophagus xanthomerus,1,0,0.1,Terra Firme
7/6/18,15:56:00,PT2,Human,PT,Canthidium sp aff kiessenwetteri,1,0,0.1,Terra Firme
7/6/18,15:56:00,PT2,Human,PT,Ateuchus sp E,1,0,0.1,Terra Firme
7/6/18,15:56:00,PT2,Human,PT,Uroxys sp K,2,0,0.1,Terra Firme
7/7/18,13:53:00,PT5,Human,PT,Deltochilum howdeni,1,0,0.1,Terra Firme
7/7/18,13:53:00,PT5,Human,PT,Deltochilum sp aff komareki,1,0,0.1,Terra Firme
7/7/18,15:24:00,PT2,Human,PT,Deltochilum sp aff komareki,1,0,0.1,Terra Firme
7/7/18,15:10:00,PT6,Human,PT,Dichotomius conicollis,3,0,0.1,Terra Firme
7/7/18,15:31:00,PT1,Human,PT,Dichotomius conicollis,1,0,0.1,Terra Firme
7/7/18,15:31:00,PT1,Human,PT,Dichotomius sp aff lucasi,1,0,0.1,Terra Firme
7/7/18,15:31:00,PT1,Human,PT,Ateuchus sp H,2,0,0.1,Terra Firme
7/7/18,15:31:00,PT1,Human,PT,Ateuchus sp D,2,0,0.1,Terra Firme
7/7/18,15:31:00,PT1,Human,PT,Dichotomius lucasi,1,0,0.1,Terra Firme
7/7/18,14:30:00,PT3,Human,PT,Eurysternus sp nov,1,0,0.1,Terra Firme
7/7/18,14:30:00,PT3,Human,PT,Eurysternus foedus,1,0,0.1,Terra Firme
7/7/18,14:30:00,PT3,Human,PT,Ateuchus sp D,2,0,0.1,Terra Firme
7/7/18,14:20:00,PT4,Human,PT,Dichotomius mamillatus,1,0,0.1,Terra Firme
7/7/18,14:20:00,PT4,Human,PT,Dichotomius sp aff lucasi,1,0,0.1,Terra Firme
7/7/18,14:20:00,PT4,Human,PT,Ateuchus sp H,3,0,0.1,Terra Firme
7/11/18,7:28:00,PT7,Human,PT,Canthon luteicollis,1,37.2,0,Flood Plain
7/11/18,7:28:00,PT7,Human,PT,Canthidium sp aff kiessenwetteri,1,37.2,0,Flood Plain
7/11/18,7:32:00,AT8,Human,AT,Canthon sp aff quadriguttatus,1,37.2,0,Flood Plain
7/11/18,7:40:00,PT8,Human,PT,Sylvicanthon bridarollii,10,37.2,0,Flood Plain
7/11/18,7:50:00,AT9,Human,AT,Canthon subhyalinus,1,37.2,0,Flood Plain
7/11/18,7:50:00,PT9,Human,PT,Sylvicanthon bridarollii,8,37.2,0,Flood Plain
7/11/18,7:50:00,PT9,Human,PT,Canthidium sp aff cupreum,2,37.2,0,Flood Plain
7/11/18,7:50:00,PT9,Human,PT,Canthon sp aff quadriguttatus,1,37.2,0,Flood Plain
7/11/18,7:50:00,PT9,Human,PT,Scybalocanthon sp F,1,37.2,0,Flood Plain
7/11/18,8:28:00,PT10,Human,PT,Sylvicanthon bridarollii,2,37.2,0,Flood Plain
7/11/18,8:28:00,PT10,Human,PT,Canthidium sp aff cupreum,2,37.2,0,Flood Plain
7/11/18,8:28:00,PT10,Human,PT,Canthidium cf basipunctatum,2,37.2,0,Flood Plain
7/11/18,8:28:00,PT10,Human,PT,Canthon luteicollis,2,37.2,0,Flood Plain
7/11/18,8:16:00,AT11,Human,AT,Canthon sp aff quadriguttatus,1,37.2,0,Flood Plain
7/11/18,8:16:00,PT11,Human,PT,Sylvicanthon bridarollii,6,37.2,0,Flood Plain
7/11/18,8:16:00,PT11,Human,PT,Canthon brunneus,1,37.2,0,Flood Plain
7/11/18,8:06:00,PT12,Human,PT,Sylvicanthon bridarollii,1,37.2,0,Flood Plain
7/12/18,7:39:00,PT8,Human,PT,Canthon luteicollis,1,37.2,0,Flood Plain
7/12/18,7:39:00,PT8,Human,PT,Sylvicanthon bridarollii,5,37.2,0,Flood Plain
7/12/18,7:39:00,PT8,Human,PT,Scybalocanthon aereus,1,37.2,0,Flood Plain
7/12/18,7:39:00,PT8,Human,PT,Onthophagus xanthomerus,1,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Sylvicanthon bridarollii,5,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Eurysternus caribaeus,1,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Canthon luteicollis,1,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Scybalocanthon aereus,2,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Onthophagus xanthomerus,1,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Deltochilum granulatum,1,37.2,0,Flood Plain
7/12/18,8:12:00,PT12,Human,PT,Onthophagus sp,1,37.2,0,Flood Plain
7/12/18,7:28:00,PT7,Human,PT,Onthophagus xanthomerus,2,37.2,0,Flood Plain
7/12/18,7:28:00,PT7,Human,PT,Canthon luteicollis,1,37.2,0,Flood Plain
7/12/18,7:28:00,PT7,Human,PT,Sylvicanthon bridarollii,1,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Deltochilum granulatum,1,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Eurysternus hamaticollis,1,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Canthidium sp aff cupreum,2,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Scybalocanthon sp F,1,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Onthophagus xanthomerus,1,37.2,0,Flood Plain
7/12/18,8:25:00,PT10,Human,PT,Canthidium sp E,1,37.2,0,Flood Plain
7/12/18,8:18:00,PT11,Human,PT,Sylvicanthon bridarollii,2,37.2,0,Flood Plain
7/12/18,8:18:00,PT11,Human,PT,Canthon luteicollis,2,37.2,0,Flood Plain
7/12/18,8:18:00,PT11,Human,PT,Onthophagus xanthomerus,1,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Canthon monilifer,1,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Canthon luteicollis,3,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Canthidium sp aff cupreum,2,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Sylvicanthon bridarollii,4,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Scybalocanthon sp F,1,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Oxysternon lautum,1,37.2,0,Flood Plain
7/12/18,7:54:00,PT9,Human,PT,Canthidium sp T,1,37.2,0,Flood Plain
7/12/18,8:25:00,AT10,Human,AT,Canthon femoralis bimaculatus,1,37.2,0,Flood Plain
7/12/18,7:28:00,AT7,Human,AT,Canthon femoralis bimaculatus,1,37.2,0,Flood Plain
7/12/18,7:28:00,AT7,Human,AT,Canthon sp aff quadriguttatus,1,37.2,0,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Canthon aequinoctialis,2,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Sylvicanthon bridarollii,40,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Onthophagus sp,2,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Scybalocanthon aereus,2,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Scybalocanthon sp F,1,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Ateuchus sp H,4,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Eurysternus caribaeus,1,23,0.1,Flood Plain
7/23/18,14:12:00,PT12,Human,PT,Deltochilum granulatum,4,23,0.1,Flood Plain
7/23/18,14:28:00,PT10,Human,PT,Sylvicanthon bridarollii,19,23,0.1,Flood Plain
7/23/18,14:28:00,PT10,Human,PT,Eurysternus caribaeus,1,23,0.1,Flood Plain
7/23/18,14:28:00,PT10,Human,PT,Deltochilum granulatum,5,23,0.1,Flood Plain
7/23/18,14:28:00,PT10,Human,PT,Scybalocanthon aereus,1,23,0.1,Flood Plain
7/23/18,14:28:00,PT10,Human,PT,Eurysternus sp nov,1,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Sylvicanthon bridarollii,21,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthidium sp aff cupreum,3,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthon aequinoctialis,1,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Onthophagus sp,4,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Eurysternus caribaeus,2,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthidium cf globulum,2,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Scybalocanthon aereus,2,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Scybalocanthon sp F,4,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthon sp aff angustatus,2,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Ateuchus sp C,1,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthidium bicolor,1,23,0.1,Flood Plain
7/23/18,14:01:00,PT9,Human,PT,Canthon monilifer,1,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Sylvicanthon bridarollii,20,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Onthophagus sp,4,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Canthon aequinoctialis,1,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Scybalocanthon aereus,1,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Eurysternus caribaeus,1,23,0.1,Flood Plain
7/23/18,13:43:00,PT7,Human,PT,Dichotomius lucasi,1,23,0.1,Flood Plain
7/23/18,13:52:00,PT8,Human,PT,Canthon aequinoctialis,1,23,0.1,Flood Plain
7/23/18,13:52:00,PT8,Human,PT,Sylvicanthon bridarollii,3,23,0.1,Flood Plain
7/23/18,13:52:00,PT8,Human,PT,Onthophagus sp,2,23,0.1,Flood Plain
7/23/18,13:52:00,PT8,Human,PT,Oxysternon lautum,1,23,0.1,Flood Plain
7/23/18,13:52:00,PT8,Human,PT,Scybalocanthon zischkai,1,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Onthophagus sp,8,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Sylvicanthon bridarollii,41,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Canthon aequinoctialis,4,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Scybalocanthon sp K,2,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Canthon luteicollis,1,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Deltochilum granulatum,3,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Onthophagus xanthomerus,5,23,0.1,Flood Plain
7/23/18,14:21:00,PT11,Human,PT,Coprophanaeus telamon,1,23,0.1,Flood Plain
7/23/18,13:43:00,AT7,Human,AT,Canthon femoralis bimaculatus,1,23,0.1,Flood Plain
7/23/18,14:28:00,AT10,Human,AT,Sylvicanthon bridarollii,1,23,0.1,Flood Plain
7/24/18,13:22:00,AT7,Human,AT,Canthon sp aff quadriguttatus,1,23,0,Flood Plain
7/24/18,13:50:00,AT11,Human,AT,Canthon sp aff quadriguttatus,1,23,0,Flood Plain
7/24/18,13:35:00,AT9,Human,AT,Canthon sp aff quadriguttatus,1,23,0,Flood Plain
7/24/18,13:35:00,AT9,Human,AT,Canthon subhyalinus,1,23,0,Flood Plain
7/24/18,13:56:00,AT10,Human,AT,No ID,1,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Onthophagus rhinophyllus,1,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Onthophagus xanthomerus,1,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Deltochilum granulatum,9,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Deltochilum sp aff komareki,1,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Ateuchus sp H,1,23,0,Flood Plain
7/24/18,13:56:00,PT10,Human,PT,Dichotomius batesi,1,23,0,Flood Plain
7/24/18,13:28:00,PT8,Human,PT,Sylvicanthon bridarollii,1,23,0,Flood Plain
7/24/18,13:22:00,PT7,Human,PT,Dichotomius ohausi,1,23,0,Flood Plain
7/24/18,13:22:00,PT7,Human,PT,Oxysternon silenus,1,23,0,Flood Plain
7/24/18,13:22:00,PT7,Human,PT,Scybalocanthon aereus,1,23,0,Flood Plain
7/24/18,13:22:00,PT7,Human,PT,Canthidium sp aff cupreum,1,23,0,Flood Plain
7/24/18,13:22:00,PT7,Human,PT,Onthophagus sp,3,23,0,Flood Plain
7/24/18,13:50:00,PT11,Human,PT,Canthon aequinoctialis,4,23,0,Flood Plain
7/24/18,13:50:00,PT11,Human,PT,Onthophagus sp,1,23,0,Flood Plain
7/24/18,13:50:00,PT11,Human,PT,Sylvicanthon bridarollii,3,23,0,Flood Plain
7/24/18,13:50:00,PT11,Human,PT,Deltochilum granulatum,3,23,0,Flood Plain
7/24/18,13:50:00,PT11,Human,PT,Eurysternus vastiorum,1,23,0,Flood Plain
7/24/18,13:35:00,PT9,Human,PT,Onthophagus sp,2,23,0,Flood Plain
7/24/18,13:35:00,PT9,Human,PT,Eurysternus hypocrita,2,23,0,Flood Plain
7/24/18,13:35:00,PT9,Human,PT,Canthidium sp E,1,23,0,Flood Plain
7/24/18,13:35:00,PT9,Human,PT,Deltochilum granulatum,4,23,0,Flood Plain
7/24/18,13:35:00,PT9,Human,PT,Sylvicanthon bridarollii,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Sylvicanthon bridarollii,3,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Canthon aequinoctialis,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Scybalocanthon sp F,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Scybalocanthon aereus,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Coprophanaeus telamon,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Oxysternon silenus,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Dichotomius prietoi,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Deltochilum peruanum,1,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Deltochilum granulatum,3,23,0,Flood Plain
7/24/18,13:44:00,PT12,Human,PT,Ateuchus connexus,3,23,0,Flood Plain
7/23/18,16:07:00,PT2,Human,PT,Canthidium bicolor,3,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Phanaeus chalcomelas,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Phanaeus bispinus,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Phanaeus cambeforti,2,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Canthon aequinoctialis,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Onthophagus sp,2,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Eurysternus foedus,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Dichotomius melzeri,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Dichotomius worontzowi,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Dichotomius ohausi,4,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Dichotomius robustus,1,23,0.1,Terra Firme
7/23/18,16:07:00,PT2,Human,PT,Phanaeus sp,1,23,0.1,Terra Firme
7/23/18,16:17:00,AT1,Human,AT,Canthon sp aff quadriguttatus,1,23,0.1,Terra Firme
7/23/18,16:07:00,AT2,Human,AT,Canthon sp aff quadriguttatus,1,23,0.1,Terra Firme
7/23/18,16:07:00,AT2,Human,AT,Canthon sp aff angustatus,1,23,0.1,Terra Firme
7/23/18,14:41:00,PT3,Human,PT,Dichotomius ohausi,1,23,0.1,Terra Firme
7/23/18,14:41:00,PT3,Human,PT,Canthon luteicollis,1,23,0.1,Terra Firme
7/23/18,14:41:00,PT3,Human,PT,Ateuchus sp C,1,23,0.1,Terra Firme
7/23/18,15:57:00,AT6,Human,AT,Canthon sp aff quadriguttatus,1,23,0.1,Terra Firme
7/23/18,15:57:00,AT6,Human,AT,Onthophagus sp,1,23,0.1,Terra Firme
